ID No.,Nickname,PCE,Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES
1034,PBDTT-S-TT-CF,9.58,0.89,15.1,0.71,51.8,27.0 ,1.92 ,952,5.44,3.31,1.56,CC(S1)=CC2=C1C(C3=CC=C(SCC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(C(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7
1035,PIDTBDTID,2.51,0.87,7.24,0.42,36.9,21.5 ,1.70 ,2229,5.47,3.72,1.75,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=CC8=C(C(C9=CC=C(C)S9)=C(C=C(C)S%10)C%10=C8C%11=CC=C(/C=C/C%12=CC=C(C%13=CC(/C(C(N%14CC(CCCCCCCC)CCCCCCCCCC)=O)=C%15C(N(CC(CCCCCCCCCC)CCCCCCCC)C%16=C\%15C=CC=C%16)=O)=C%14C=C%13)S%12)S%11)S7)=C5)C6=C%17)=C%17C2(C%18=CC=C(CCCCCC)C=C%18)C%19=CC=C(CCCCCC)C=C%19)S1
1036,PIDTBDT(ID)2,2.33,0.93,6.34,0.423,13.3,11.7 ,1.10 ,3144,5.53,3.8,1.73,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=CC8=C(C(C9=CC=C(/C=C/C%10=CC=C(C%11=CC=C(/C(C(N%12CC(CCCCCCCCCC)CCCCCCCC)=O)=C%13C(N(CC(CCCCCCCC)CCCCCCCCCC)C%14=C\%13C=CC=C%14)=O)C%12=C%11)S%10)S9)=C(C=C(C)S%15)C%15=C8C%16=CC=C(/C=C/C%17=CC=C(C%18=CC(/C(C(N%19CC(CCCCCCCC)CCCCCCCCCC)=O)=C%20C(N(CC(CCCCCCCCCC)CCCCCCCC)C%21=C\%20C=CC=C%21)=O)=C%19C=C%18)S%17)S%16)S7)=C5)C6=C%22)=C%22C2(C%23=CC=C(CCCCCC)C=C%23)C%24=CC=C(CCCCCC)C=C%24)S1
1037,P1,0.61,0.6,3.08,0.33,49.4,19.0 ,2.60 ,1100,5.26,2.86,2.4,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=C(C6=NC(SC(C7=CC=C(N(C8=CC=C(C)C=C8)C9=CC=CC=C9)C=C7)=N%10)=C%10S6)C=C5)C=C3)S%11)C%11=C2OCC(CCCC)CC)S1
1038,P1,2.9,0.6,7.83,0.609,35.0,24.0 ,1.46 ,1372,5.14,3.69,1.5,CC1=CC2=C(C(OCCCCCCCCCCCC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NN(CCCCCCCCCCCC)N=C64)S3)S7)C7=C2OCCCCCCCCCCCC)S1
1039,P2,2.2,0.6,6.99,0.588,20.0,14.0 ,1.43 ,1452,5.18,3.57,1.9,CC1=CC2=C(C(OCCCCCCCCCCCC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=C(N=C(C)C(C)=N5)C5=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NN(CCCCCCCCCCCC)N=C74)S3)S8)C8=C2OCCCCCCCCCCCC)S1
1040,PBDT-TSR,9.91,0.804,17.79,0.706,63.0,30.0 ,2.10 ,1934,5.3,3.45,1.55,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(SCCCCCCCC)S5)=C(C=C(C6=C(SC(C(OCC(CC)CCCC)=O)=C7F)C7=C(C8=CC9=C(C(C%10=CC=C(SCCCCCCCC)S%10)=C(C=C(C)S%11)C%11=C9C%12=CC=C(SCCCCCCCC)S%12)S8)S6)S%13)C%13=C4C%14=CC=C(SCCCCCCCC)S%14)S3)=C2S1
1042,PDPP[Py]2-EDOT,2.2,0.8,5.1,0.54,61.7,25.7 ,2.40 ,907,6.07,3.74,1.59,CC1=CC=C(C2=C3C(C(N2CC(CCCCCC)CCCCCCCC)=O)=C(C4=CC=C(C5=C(OCCO6)C6=C(C)S5)C=N4)N(CC(CCCCCCCC)CCCCCC)C3=O)N=C1
1044,PBDTA-INDI,4.81,0.93,8.51,0.637,249.0,61.1 ,4.00 ,1463,5.41,3.29,2.0,CC1=CC(C(OCC(CCCC)CC)=C(SC(C2=CC=C(C3=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C4=C(C=C(C5=CC=C(C)S5)C(C(N6CC(CCCCCCCC)CCCCCCCCCC)=O)=C7C6=O)C7=C3)S2)=C8)C8=C9OCC(CC)CCCC)=C9S1
1045,PBDTT-INDI,6.26,0.96,10.26,0.645,165.9,48.3 ,3.40 ,1595,5.47,3.46,1.98,CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C5=O)=O)C5=C(C=C(C6=CC=C(C)S6)C(C(N7CC(CCCCCCCC)CCCCCCCCCC)=O)=C8C7=O)C8=C4)S3)=C9)C9=C%10C%11=CC=C(CC(CC)CCCC)S%11)=C%10S1
1046,P1,1.33,0.85,2.79,0.6,39.9,16.3 ,2.50 ,1141,5.6,3.88,1.72,O=C(OCC(CCCCCCCCCC)CCCCCCCC)C1=C(C2=CC=C(C3=CC=C(C4=CC=C(C)S4)C5=NSN=C53)S2)SC(C6=CC(C(OCC(CCCCCCCC)CCCCCCCCCC)=O)=C(C)S6)=C1
1047,P2,9.13,0.87,14.91,0.71,154.5,42.2 ,3.70 ,1177,5.72,3.95,1.77,O=C(OCC(CCCCCCCCCC)CCCCCCCC)C1=C(C2=CC=C(C3=C(F)C(F)=C(C4=CC=C(C)S4)C5=NSN=C53)S2)SC(C6=CC(C(OCC(CCCCCCCC)CCCCCCCCCC)=O)=C(C)S6)=C1
1048,PIDT-DTQ-T,6.41,0.86,11.42,0.658,46.2,22.0 ,2.10 ,2253,5.33,3.29,1.63,CC1=CC=C(C2=CC(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6C=C7C(C(SC(C8=CC=C(C9=C%10C(N=C(C%11=CC(OCCCCCCCC)=CC=C%11)C(C%12=CC=CC(OCCCCCCCC)=C%12)=N%10)=C(C%13=CC=C(C%14=C(N=C(C%15=CC(OCCCCCCCC)=CC=C%15)C(C%16=CC=CC(OCCCCCCCC)=C%16)=N%17)C%17=C(C)C=C%14)S%13)C=C9)S8)=C%18)=C%18C7(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)=C5)=C6S2)S1
1049,PIDT-DTQ-TT,6.63,0.83,12.43,0.653,46.0,20.0 ,2.30 ,2309,5.29,3.27,1.6,CC1=CC=C(C2=CC(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6C=C7C(C(SC(C8=CC=C(C9=C%10C(N=C(C%11=CC(OCCCCCCCC)=CC=C%11)C(C%12=CC=CC(OCCCCCCCC)=C%12)=N%10)=C(C%13=CC(SC(C%14=C(N=C(C%15=CC(OCCCCCCCC)=CC=C%15)C(C%16=CC=CC(OCCCCCCCC)=C%16)=N%17)C%17=C(C)C=C%14)=C%18)=C%18S%13)C=C9)S8)=C%19)=C%19C7(C%20=CC=C(CCCCCC)C=C%20)C%21=CC=C(CCCCCC)C=C%21)=C5)=C6S2)S1
1050,PBTF-OP,8.9,0.86,16.4,0.622,134.6,64.3 ,2.09 ,938,5.45,3.34,1.62,CC1=CC2=C(C(C3=CC=CC(OCC(CC)CCCC)=C3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=CC(OCC(CC)CCCC)=C7)S1
1052,PF0,5.62,0.74,11.76,0.655,53.2,28.0 ,1.90 ,1465,5.29,3.58,1.71,CC1=CC2=C(C(C3=CC4=C(C=C(CC(CCCCCC)CCCCCCCC)S4)S3)=C(C=C(C5=C(CC(CC)CCCC)C=C(C6=CC=C(C7=CC(CC(CCCC)CC)=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC%11=C(C=C(CC(CCCCCC)CCCCCCCC)S%11)S%10)S1
1053,PF1,6.13,0.8,11.85,0.662,35.2,22.0 ,1.60 ,1483,5.39,3.7,1.69,CC1=CC2=C(C(C3=CC4=C(C=C(CC(CCCCCC)CCCCCCCC)S4)S3)=C(C=C(C5=C(CC(CC)CCCC)C=C(C6=C(F)C=C(C7=CC(CC(CCCC)CC)=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC%11=C(C=C(CC(CCCCCC)CCCCCCCC)S%11)S%10)S1
1054,PF2,6.45,0.86,11.67,0.653,39.8,24.0 ,1.66 ,1501,5.48,3.73,1.75,CC1=CC2=C(C(C3=CC4=C(C=C(CC(CCCCCC)CCCCCCCC)S4)S3)=C(C=C(C5=C(CC(CC)CCCC)C=C(C6=C(F)C(F)=C(C7=CC(CC(CCCC)CC)=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC%11=C(C=C(CC(CCCCCC)CCCCCCCC)S%11)S%10)S1
1055,PIDTT-TT,6.98,0.96,10.96,0.65,60.8,32.5 ,1.87 ,1184,5.35,3.11,2.14,CC1=CC2=C(C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6C=C7C(C(SC8=C9SC(C%10=CC%11=C(C=C(C)S%11)S%10)=C8)=C9C7(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C5)=C6S2)S1
1056,PIDTV-ffBT,7.0,0.7,17.1,0.61,90.7,28.0 ,3.24 ,908,5.23,3.69,1.53,CC1=CC(/C(C2=C3C=C4C(C(SC(C5=C(F)C(F)=C(C)C6=NSN=C65)=C7)=C7/C4=C/C(CCCCCC)CCCCCCCC)=C2)=C/C(CCCCCC)CCCCCCCC)=C3S1
1057,PDFBC-DPP,7.33,0.8,13.15,0.68,124.4,73.2 ,1.70 ,1379,5.35,3.82,1.53,CC1=CC=C(C2=C3C(C(N2CC(CCCC)CC)=O)=C(C4=CC=C(C5=C(CC(CCCCCC)CCCCCCCC)C=C(C6=C(F)C=C(C7=CC(F)=C(C8=CC(CC(CCCCCCCC)CCCCCC)=C(C)S8)C=C7N=N9)C9=C6)S5)S4)N(CC(CC)CCCC)C3=O)S1
1058,P-2T,7.69,0.76,17.48,0.595,108.8,45.7 ,2.38 ,1365,5.27,3.1,1.63,FC1=C(C2=CC(C3=CC=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)S3)=C(C)S2)C4=NSN=C4C(C5=CC(C6=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S6)=C(C7=CC=C(C8=CC=C(C)S8)S7)S5)=C1F
1059,P-TT,9.58,0.8,18.15,0.686,125.3,58.0 ,2.16 ,1339,5.3,3.13,1.62,FC1=C(C2=CC(C3=CC=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)S3)=C(C)S2)C4=NSN=C4C(C5=CC(C6=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S6)=C(C7=CC(SC(C)=C8)=C8S7)S5)=C1F
1060,PBDTT-DTFPQx,7.0,0.87,11.4,0.73,81.0,43.1 ,1.88 ,1343,5.52,3.86,1.66,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC=C(F)C=C8)C(C9=CC=C(F)C=C9)=N7)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CC)S%11)S1
1061,PC1BT6,7.21,0.95,14.0,0.552,134.4,42.0 ,3.20 ,1220,5.48,3.59,2.01,CC1=CC2=C(C3=CC(N(C)C4=C5C=C6C(C7=CC=C(C8=CC=C(C9=C(OCCCCCC)C(OCCCCCC)=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCCCC)CCCCCC)=C4)=C5C=C3C2(CCCCCC)CCCCCC)C=C1
1062,PC2BT6,6.46,0.99,13.11,0.51,34.7,20.4 ,1.70 ,1234,5.49,3.56,2.0,CC1=CC2=C(C3=CC(N(CC)C4=C5C=C6C(C7=CC=C(C8=CC=C(C9=C(OCCCCCC)C(OCCCCCC)=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCCCC)CCCCCC)=C4)=C5C=C3C2(CCCCCC)CCCCCC)C=C1
1063,PC6BT6,6.21,0.98,10000.0,0.505,47.3,27.8 ,1.70 ,1290,5.49,3.56,2.01,CC1=CC2=C(C3=CC(N(CCCCCC)C4=C5C=C6C(C7=CC=C(C8=CC=C(C9=C(OCCCCCC)C(OCCCCCC)=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCCCC)CCCCCC)=C4)=C5C=C3C2(CCCCCC)CCCCCC)C=C1
1064,PNC2C4BT6,6.44,0.99,13.24,0.509,52.9,25.2 ,2.10 ,1122,5.48,3.63,2.01,CC1=CC2=C(C3=CC(N(CC)C4=C5C=C6C(C7=CC=C(C8=CC=C(C9=C(OCCCCCC)C(OCCCCCC)=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCC)CCCC)=C4)=C5C=C3C2(CCCC)CCCC)C=C1
1065,PC2BT,3.94,1.01,10.48,0.38,19.7,11.6 ,1.70 ,1202,5.54,3.61,2.0,CC1=CC2=C(C3=CC(N(CC)C4=C5C=C6C(C7=CC=C(C8=C(CCCCCC)C=C(C9=CC=C(C%10=CC(CCCCCC)=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCCCC)CCCCCC)=C4)=C5C=C3C2(CCCCCC)CCCCCC)C=C1
1066,PBDTT-BTAZT-1,6.64,0.75,14.11,0.624,67.8,32.3 ,2.10 ,1211,5.11,3.12,1.65,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(SC(C(OCC(CCCC)CC)=O)=C6)C6=C(C7=CC=C(C)S7)C8=NN(CC(CC)CCCC)N=C85)S4)S9)C9=C2C%10=CC=C(CC(CCCC)CC)S%10)S1
1067,PBDTT-BTAZT-2,5.96,0.75,12.73,0.624,70.4,30.6 ,2.30 ,1195,5.13,3.14,1.62,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(SC(C(CC(CCCC)CC)=O)=C6)C6=C(C7=CC=C(C)S7)C8=NN(CC(CC)CCCC)N=C85)S4)S9)C9=C2C%10=CC=C(CC(CCCC)CC)S%10)S1
1068,PIDTI-BT,4.02,0.82,8.99,0.546,46.3,26.9 ,1.72 ,2095,5.3,3.76,1.65,CC1=CC(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=C3C=C4C(C(C=C(C(C5=CC=C(OCCCCCCCC)C=C5)(C6=CC=C(OCCCCCCCC)C=C6)C7=C8C=C9C(C(SC(C%10=CC=C(C)C%11=NSN=C%11%10)=C%12)=C%12N9CC(CCCCCCCCCCCC)CCCCCCCCCC)=C7)C8=C%13)=C%13C4(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)=C2)=C3S1
1071,d-PPDTNTz,6.54,0.72,14.0,0.66,115.0,46.0 ,2.50 ,1217,5.38,3.76,1.62,CC1=CC=C(C2=C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C3=CC=C(C4=CC5=C(C=C(C)C6=NSN=C65)C7=NSN=C47)S3)C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=C2)S1
1072,PDVF-8,3.52,0.65,8.58,0.641,178.0,63.8 ,2.79 ,1047,5.19,3.63,1.56,CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(/C=C/C6=CC=C(C)S6)S5)O4)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)O1
1074,PtBTPBDT,3.89,0.68,9.09,0.63,133.0,70.0 ,1.90 ,1149,5.29,3.83,1.46,CC(S1)=CC2=C1C(C=CC=C3)=C3/C2=C(C4=C5C=C(C6=CC7=C(OCCCCCCCCCCCCCCCCCCCC)C8=C(C=C(C)S8)C(OCCCCCCCCCCCCCCCCCCCC)=C7S6)S4)/C9=C5C=CC=C9
1075,PtFBTPBDT,3.07,0.83,5.79,0.64,106.0,53.0 ,2.00 ,1185,5.42,3.97,1.45,CC1=CC(C2=C/3C=CC(F)=C2)=C(S1)C3=C(C4=C5C=C(C6=CC7=C(OCCCCCCCCCCCCCCCCCCCC)C8=C(C=C(C)S8)C(OCCCCCCCCCCCCCCCCCCCC)=C7S6)S4)/C9=C5C=C(F)C=C9
1077,PtFBTPDTS,2.67,0.68,6.54,0.6,78.0,20.0 ,3.90 ,822,5.09,3.7,1.39,CC1=CC(C2=C/3C=CC(F)=C2)=C(S1)C3=C(C4=C5C=C(C6=CC([Si](CCCCCCCC)(CCCCCCCC)C7=C8SC(C)=C7)C8S6)S4)/C9=C5C=C(F)C=C9
1078,PtBTPIDT,3.46,0.77,10.01,0.45,48.7,35.1 ,1.39 ,1273,5.28,3.78,1.5,CC1=CC(C(C=CC=C2)=C2/C3=C4C(SC(C5=CC(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9C=C%10C(C(SC(C)=C%11)=C%11C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C8)=C9S5)=C%14)=C%14C%15=CC=CC=C%15)=C3S1
1079,PcBTPBDT,1.19,0.66,3.4,0.53,70.0,27.0 ,2.60 ,1149,5.29,3.81,1.48,CC(S1)=CC(C2=C/3C=CC=C2)=C1C3=C4C(SC(C5=CC(C(OCCCCCCCCCCCCCCCCCCCC)=C(SC(C)=C6)C6=C7OCCCCCCCCCCCCCCCCCCCC)=C7S5)=C8)=C8C9=C/4C=CC=C9
1080,P1,6.13,0.84,11.74,0.63,39.2,13.5 ,2.90 ,917,5.44,3.84,1.5,CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC(C(C=C(C)S5)=C5C6=NC(C(N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)=O)=C7N=C68)=C8S4)S3)C9=NSN=C92)S1
1081,PTSSO-TT,3.79,0.71,11.86,0.45,27.4,15.1 ,1.80 ,850,5.4,3.8,1.56,CC1=C(CCC(C)CCCC(C)C)C=C(C2=C(C3=C4C5=CC=CC4=CC=C3)C5=C(C6=CC(CCC(C)CCCC(C)C)=C(C7=CC8=C(C=C(C)S8)S7)S6)S2(=O)=O)S1
1082,PTSSO-BDT,1.93,0.72,7.78,0.35,63.0,26.0 ,2.40 ,1157,5.5,3.9,1.59,CC1=C(CCC(C)CCCC(C)C)C=C(C2=C(C3=C4C5=CC=CC4=CC=C3)C5=C(C6=CC(CCC(C)CCCC(C)C)=C(C7=CC8=C(C(OCC(CCCC)CC)=C(C=C(C)S9)C9=C8OCC(CC)CCCC)S7)S6)S2(=O)=O)S1
1083,PQx,3.92,0.85,8.96,0.52,66.9,25.1 ,2.60 ,1675,5.4,3.58,1.82,CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(CC(CC)CCCC)S8)S4)S3)C9=C2N=C(C%10=CC=C(OCCC(C)CCCC(C)C)C(OCCC(C)CCCC(C)C)=C%10)C(C%11=CC(OCCC(C)CCCC(C)C)=C(OCCC(C)CCCC(C)C)C=C%11)=N9)S1
1084,PphQx,4.98,0.8,10.85,0.58,66.1,23.2 ,2.60 ,1673,5.4,3.64,1.75,CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(CC(CC)CCCC)S8)S4)S3)C9=C2N=C(C%10=C%11C=C(OCCC(C)CCCC(C)C)C(OCCC(C)CCCC(C)C)=C%10)C(C%12=CC(OCCC(C)CCCC(C)C)=C(OCCC(C)CCCC(C)C)C=C%12%11)=N9)S1
1085,PBDT(ff)-ttTPD,7.4,0.98,12.49,0.61,105.6,48.0 ,2.20 ,1554,5.65,3.49,1.91,CC1=CC2=C(C(C3=C(F)C(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C(CCCCCCCC)=C(C)S9)S8)S6)S5)S4)S%10)C%10=C2C%11=C(F)C(F)=C(CC(CCCC)CC)S%11)S1
1086,PBDTT-ttTPD,6.65,0.84,12.07,0.67,90.3,43.0 ,2.10 ,1482,5.45,3.58,1.87,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C(CCCCCCCC)=C(C)S9)S8)S6)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CC)S%11)S1
1087,PBDTOT-FBT,4.84,0.92,8.71,0.603,29.8,17.5 ,1.70 ,1228,5.46,3.55,1.79,CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1088,PBDTOT-BT,2.47,0.88,7.6,0.369,24.8,13.8 ,1.80 ,1192,5.25,3.54,1.56,CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1089,PBDTOT-DPP,3.05,0.78,8.29,0.472,29.2,10.7 ,2.73 ,1249,5.2,3.52,1.33,CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C(N(CC(CC)CCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1090,PBDTBTz-T,6.09,0.92,10.53,0.629,44.0,22.2 ,1.98 ,1413,4.95,2.82,1.89,CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(CCCCCCCCC)N=C(C6=NC(CCCCCCCCC)=C(C7=CC=C(C)S7)S6)S5)S4)S8)C8=C2C9=CC(CCCCCCCC)=C(CCCCCCCC)S9)S1
1091,PBT-2TPF4,5.59,0.854,10.93,0.606,12.4,10.1 ,1.23 ,1201,5.63,3.88,1.75,CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=CC=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C(F)=C5F)S4)S3)C7=NSN=C72)S1
1092,PffBT-2TPF4,3.49,1.017,6.73,0.526,8.9,5.5 ,1.61 ,1237,5.84,4.07,1.77,CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C(F)=C5F)S4)S3)C7=NSN=C72)S1
1093,PBDD4T,6.24,0.86,11.16,0.68,29.4,12.2 ,2.41 ,1024,5.3,3.27,2.03,CC1=C(CC(CC)CCCC)C=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC(CC(CC)CCCC)=C(C6=CC=C(C7=CC=C(C)S7)S6)S5)S2)S1
1094,PBDD4T-2F,8.68,0.88,15.13,0.68,44.0,22.2 ,1.98 ,1060,5.39,3.61,1.78,CC1=C(CC(CC)CCCC)C=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC(CC(CC)CCCC)=C(C6=CC(F)=C(C7=C(F)C=C(C)S7)S6)S5)S2)S1
1095,P(BT-DPP),1.48,0.64,3.65,0.63,42.4,19.0 ,2.50 ,1165,5.17,3.55,1.32,CC1=CC=C(C2=CC=C(C3=CC=C(C4=C5C(C(N4CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C6=CC=C(C)S6)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)S3)S2)S1
1096,P(BT-DPP)-T,2.45,0.64,6.22,0.62,24.3,13.1 ,2.02 ,1165,5.22,3.52,1.34,CC1=CC=C(C2=CC=C(C3=CC=C(C4=C5C(C(N4CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C6=CC=C(C)S6)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)S3)S2)S1
1097,PBDTfDTBO-L,1.32,0.76,3.97,0.455,21.9,15.2 ,1.44 ,1337,5.51,3.56,2.01,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=NON=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1098,PBDTfDTBT-L,4.41,0.86,8.72,0.61,32.2,14.3 ,2.25 ,1353,5.44,3.54,1.98,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=NSN=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1099,PBDTfDTBS-L,5.29,0.82,9.66,0.674,27.6,15.3 ,1.80 ,1400,5.4,3.55,1.92,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=N[Se]N=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1100,P1,4.98,1.0,8.76,0.58,85.0,34.0 ,2.50 ,1140,5.6,3.78,1.82,CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(C#N)C(OCC(CCCC)CC)=C(C5=C(OCC(CC)CCCC)C(C#N)=C(C)S5)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7)S1
1102,P3,7.06,0.92,12.21,0.64,149.6,44.0 ,3.40 ,1253,5.56,3.78,1.78,CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(C#N)C(OCCCCCCCCCCCC)=C(C5=C(OCCCCCCCCCCCC)C(C#N)=C(C)S5)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7)S1
